Function,Total Number,N,Execution Time
EC2,17400,180,0.259968,
EC2,17400,190,0.279695,
EC2,17400,200,0.315072,
EC2,17400,210,0.341591,
EC2,17400,220,0.375789,
EC2,17400,230,0.392640,
EC2,17400,240,0.399435,
EC2,17400,250,0.442295,
EC2,17400,260,0.466792,
EC2,17400,270,0.565273,
EC2,17400,280,0.606723,
EC2,17400,290,0.591261,
EC2,17400,300,0.612786,
EC2,17400,310,0.708944,
EC2,17400,320,0.727477,
EC2,17400,330,0.780567,
EC2,17400,340,0.781602,
EC2,17400,350,0.806106,
EC2,17400,360,0.878654,
EC2,17400,370,0.929907,
EC2,17400,380,0.911013,
EC2,17400,390,0.953285,
EC2,17400,400,0.998134,
EC2,17400,410,1.034157,
EC2,17400,420,1.077000,
EC2,17400,430,1.129373,
EC2,17400,440,1.218159,
EC2,17400,450,1.312569,
EC2,17400,460,1.220287,
EC2,17400,470,1.265487,
EC2,17400,480,1.279911,
EC2,17400,490,1.390351,
EC2,17400,500,1.482825,
EC2,17400,510,1.453034,
EC2,17400,520,1.550128,
EC2,17400,530,1.576826,
EC2,17400,540,1.589889,
EC2,17400,550,1.673799,
EC2,17400,560,1.703582,
EC2,17400,570,1.732463,
EC2,17400,580,1.757860,
EC2,17400,590,1.862249,
EC2,17400,600,1.907383,
EC2,17400,610,1.928511,
EC2,17400,620,1.958519,
EC2,17400,630,2.107972,
EC2,17400,640,2.115522,
EC2,17400,650,2.144780,
EC2,17400,660,2.143169,
EC2,17400,670,2.224585,
EC2,17400,680,2.293368,
EC2,17400,690,2.393872,
EC2,17400,700,2.464679,
EC2,17400,710,2.432584,
EC2,17400,720,2.484667,
EC2,17400,730,2.537911,
EC2,17400,740,2.629067,
EC2,17400,750,2.737614,
EC2,17400,760,2.789044,
EC2,17400,770,2.830156,
EC2,17400,780,2.912712,
EC2,17400,790,2.950542,
EC2,17400,800,3.047197,
EC2,17400,810,3.043924,
EC2,17400,820,3.164053,
EC2,17400,830,3.190357,
EC2,17400,840,3.236663,
EC2,17400,850,3.410237,
EC2,17400,860,3.379844,
EC2,17400,870,3.486924,
EC2,17400,880,3.508496,
EC2,17400,890,3.568879,
EC2,17400,900,3.629778,
EC2,17400,910,3.690941,
EC2,17400,920,3.745602,
EC2,17400,930,3.814592,
EC2,17400,940,3.985091,
EC2,17400,950,4.003338,
EC2,17400,960,4.023982,
EC2,17400,970,4.086771,
EC2,17400,980,4.200210,
EC2,17400,990,4.236336,
Main,17400,10,0.339074,
Main,17400,20,0.351925,
Main,17400,30,0.330774,
Main,17400,40,0.317456,
Main,17400,50,0.352742,
Main,17400,60,0.319028,
Main,17400,70,0.357233,
Main,17400,80,0.315606,
Main,17400,90,0.336943,
Main,17400,100,0.353096,
Main,17400,110,0.392015,
Main,17400,120,0.337214,
Main,17400,130,0.352933,
Main,17400,140,0.380195,
Main,17400,150,0.295943,
Main,17400,160,0.319720,
Main,17400,170,0.360735,
Main,17400,180,0.329306,
Main,17400,190,0.444893,
Main,17400,200,0.393432,
Main,17400,210,0.382442,
Main,17400,220,0.400285,
Main,17400,230,0.343425,
Main,17400,240,0.408170,
Main,17400,250,0.337769,
Main,17400,260,0.391373,
Main,17400,270,0.307399,
Main,17400,280,0.389932,
Main,17400,290,0.388591,
Main,17400,300,0.340682,
Main,17400,310,0.333189,
Main,17400,320,0.406759,
Main,17400,330,0.331763,
Main,17400,340,0.327704,
Main,17400,350,0.320214,
Main,17400,360,0.358113,
Main,17400,370,0.340838,
Main,17400,380,0.319139,
Main,17400,390,0.341731,
Main,17400,400,0.360255,
Main,17400,410,0.367916,
Main,17400,420,0.357556,
Main,17400,430,0.391097,
Main,17400,440,0.338011,
Main,17400,450,0.325102,
Main,17400,460,0.398556,
Main,17400,470,0.337657,
Main,17400,480,0.349457,
Main,17400,490,0.326731,
Main,17400,500,0.354698,
Main,17400,510,0.335109,
Main,17400,520,0.384248,
Main,17400,530,0.363860,
Main,17400,540,0.377567,
Main,17400,550,0.353344,
Main,17400,560,0.393682,
Main,17400,570,0.344551,
Main,17400,580,0.334914,
Main,17400,590,0.352951,
Main,17400,600,0.370825,
Main,17400,610,0.360564,
Main,17400,620,0.345542,
Main,17400,630,0.432895,
Main,17400,640,0.325335,
Main,17400,650,0.336562,
Main,17400,660,0.359355,
Main,17400,670,0.375490,
Main,17400,680,0.372712,
Main,17400,690,0.336838,
Main,17400,700,0.342582,
Main,17400,710,0.341942,
Main,17400,720,0.333103,
Main,17400,730,0.381528,
Main,17400,740,0.420954,
Main,17400,750,0.362844,
Main,17400,760,0.369022,
Main,17400,770,0.323902,
Main,17400,780,0.329135,
Main,17400,790,0.412181,
Main,17400,800,0.336316,
Main,17400,810,0.360888,
Main,17400,820,0.333394,
Main,17400,830,0.360498,
Main,17400,840,0.324023,
Main,17400,850,0.325000,
Main,17400,860,0.383004,
Main,17400,870,0.379108,
Main,17400,880,0.308277,
Main,17400,890,0.329789,
Main,17400,900,0.359404,
Main,17400,910,0.378933,
Main,17400,920,0.387119,
Main,17400,930,0.314117,
Main,17400,940,0.341296,
Main,17400,950,0.356029,
Main,17400,960,0.333800,
Main,17400,970,0.411531,
Main,17400,980,0.346854,
Main,17400,990,0.357780,
EC2,17500,10,0.106867,
EC2,17500,20,0.083836,
EC2,17500,30,0.076066,
EC2,17500,40,0.081320,
EC2,17500,50,0.082994,
EC2,17500,60,0.083175,
EC2,17500,70,0.100003,
EC2,17500,80,0.110695,
EC2,17500,90,0.140260,
EC2,17500,100,0.130143,
EC2,17500,110,0.158889,
EC2,17500,120,0.164221,
EC2,17500,130,0.178752,
EC2,17500,140,0.202626,
EC2,17500,150,0.214882,
EC2,17500,160,0.254138,
EC2,17500,170,0.246420,
EC2,17500,180,0.272347,
EC2,17500,190,0.281926,
EC2,17500,200,0.305023,
EC2,17500,210,0.347117,
EC2,17500,220,0.356663,
EC2,17500,230,0.376223,
EC2,17500,240,0.400900,
EC2,17500,250,0.446739,
EC2,17500,260,0.469130,
EC2,17500,270,0.518995,
EC2,17500,280,0.547166,
EC2,17500,290,0.584063,
EC2,17500,300,0.631313,
EC2,17500,310,0.638018,
EC2,17500,320,0.719820,
EC2,17500,330,0.724435,
EC2,17500,340,0.733631,
EC2,17500,350,0.758364,
EC2,17500,360,0.782044,
EC2,17500,370,0.815592,
EC2,17500,380,0.846081,
EC2,17500,390,0.887890,
EC2,17500,400,0.922582,
EC2,17500,410,0.956768,
EC2,17500,420,1.043425,
EC2,17500,430,1.080823,
EC2,17500,440,1.183457,
EC2,17500,450,1.166990,
EC2,17500,460,1.230531,
EC2,17500,470,1.301658,
EC2,17500,480,1.345717,
EC2,17500,490,1.372187,
EC2,17500,500,1.392050,
EC2,17500,510,1.410874,
EC2,17500,520,1.517582,
EC2,17500,530,1.532627,
EC2,17500,540,1.605106,
EC2,17500,550,1.596957,
EC2,17500,560,1.654525,
EC2,17500,570,1.789156,
EC2,17500,580,1.767411,
EC2,17500,590,1.811069,
EC2,17500,600,1.925448,
EC2,17500,610,1.913833,
EC2,17500,620,1.977553,
EC2,17500,630,1.997015,
EC2,17500,640,2.121954,
EC2,17500,650,2.160385,
EC2,17500,660,2.183170,
EC2,17500,670,2.234722,
EC2,17500,680,2.315422,
EC2,17500,690,2.376755,
EC2,17500,700,2.402600,
EC2,17500,710,2.451635,
EC2,17500,720,2.508148,
EC2,17500,730,2.559106,
EC2,17500,740,2.609410,
EC2,17500,750,2.681005,
EC2,17500,760,2.821341,
EC2,17500,770,2.786868,
EC2,17500,780,2.861367,
EC2,17500,790,2.959914,
EC2,17500,800,2.997314,
EC2,17500,810,3.071822,
EC2,17500,820,3.107499,
EC2,17500,830,3.173170,
EC2,17500,840,3.251258,
EC2,17500,850,3.320022,
EC2,17500,860,3.467134,
EC2,17500,870,3.414722,
EC2,17500,880,3.488741,
EC2,17500,890,3.575378,
EC2,17500,900,3.641993,
EC2,17500,910,3.714699,
EC2,17500,920,3.768982,
EC2,17500,930,3.840380,
EC2,17500,940,4.067675,
EC2,17500,950,3.985865,
EC2,17500,960,4.063752,
EC2,17500,970,4.138687,
EC2,17500,980,4.190423,
EC2,17500,990,4.268425,
Main,17500,10,0.370929,
Main,17500,20,0.351860,
Main,17500,30,0.328473,
Main,17500,40,0.388211,
Main,17500,50,0.325121,
Main,17500,60,0.420931,
Main,17500,70,0.412226,
Main,17500,80,0.350269,
Main,17500,90,0.336169,
Main,17500,100,0.347031,
Main,17500,110,0.372267,
Main,17500,120,0.360484,
Main,17500,130,0.348681,
Main,17500,140,0.360022,
Main,17500,150,0.378150,
Main,17500,160,0.390351,
Main,17500,170,0.374428,
Main,17500,180,0.334826,
Main,17500,190,0.311067,
Main,17500,200,0.431175,
Main,17500,210,0.396094,
Main,17500,220,0.377926,
Main,17500,230,0.405342,
Main,17500,240,0.349565,
Main,17500,250,0.357288,
Main,17500,260,0.343629,
Main,17500,270,0.356807,
Main,17500,280,0.370203,
Main,17500,290,0.354354,
Main,17500,300,0.370909,
Main,17500,310,0.414187,
Main,17500,320,0.377109,
Main,17500,330,0.334066,
Main,17500,340,0.391648,
Main,17500,350,0.388966,
Main,17500,360,0.413107,
Main,17500,370,0.417258,
Main,17500,380,0.359178,
Main,17500,390,0.391480,
Main,17500,400,0.362374,
Main,17500,410,0.414305,
Main,17500,420,0.405796,
Main,17500,430,0.380806,
Main,17500,440,0.365500,
Main,17500,450,0.371388,
Main,17500,460,0.385800,
Main,17500,470,0.360241,
Main,17500,480,0.398238,
Main,17500,490,0.422717,
Main,17500,500,0.349367,
Main,17500,510,0.395365,
Main,17500,520,0.344793,
Main,17500,530,0.425977,
Main,17500,540,0.374593,
Main,17500,550,0.360134,
Main,17500,560,0.442984,
Main,17500,570,0.344641,
Main,17500,580,0.343143,
Main,17500,590,0.356427,
Main,17500,600,0.441041,
Main,17500,610,0.422621,
Main,17500,620,0.367042,
Main,17500,630,0.368797,
Main,17500,640,0.367026,
Main,17500,650,0.364613,
Main,17500,660,0.393154,
Main,17500,670,0.335783,
Main,17500,680,0.365308,
Main,17500,690,0.387248,
Main,17500,700,0.431238,
Main,17500,710,0.375182,
Main,17500,720,0.419769,
Main,17500,730,0.377252,
Main,17500,740,0.423899,
Main,17500,750,0.375568,
Main,17500,760,0.418921,
Main,17500,770,0.391122,
Main,17500,780,0.411962,
Main,17500,790,0.360363,
Main,17500,800,0.387454,
Main,17500,810,0.400436,
Main,17500,820,0.380249,
Main,17500,830,0.350721,
Main,17500,840,0.369272,
Main,17500,850,0.372828,
Main,17500,860,0.361843,
Main,17500,870,0.359910,
Main,17500,880,0.394911,
Main,17500,890,0.343615,
Main,17500,900,0.388908,
Main,17500,910,0.361457,
Main,17500,920,0.446900,
Main,17500,930,0.410412,
Main,17500,940,0.330448,
Main,17500,950,0.433529,
Main,17500,960,0.402163,
Main,17500,970,0.465206,
Main,17500,980,0.421411,
Main,17500,990,0.368217,
EC2,17600,10,0.110931,
EC2,17600,20,0.082574,
EC2,17600,30,0.068159,
EC2,17600,40,0.073596,
EC2,17600,50,0.078463,
EC2,17600,60,0.093236,
EC2,17600,70,0.092234,
EC2,17600,80,0.111628,
EC2,17600,90,0.106835,
EC2,17600,100,0.119795,
EC2,17600,110,0.133848,
EC2,17600,120,0.148775,
EC2,17600,130,0.180498,
EC2,17600,140,0.181905,
EC2,17600,150,0.200098,
EC2,17600,160,0.218687,
EC2,17600,170,0.238908,
EC2,17600,180,0.313009,
EC2,17600,190,0.352690,
EC2,17600,200,0.410577,
EC2,17600,210,0.358967,
EC2,17600,220,0.437299,
EC2,17600,230,0.441392,
EC2,17600,240,0.448476,
EC2,17600,250,0.489764,
EC2,17600,260,0.493679,
EC2,17600,270,0.495913,
EC2,17600,280,0.518014,
EC2,17600,290,0.561951,
EC2,17600,300,0.594448,
EC2,17600,310,0.645341,
EC2,17600,320,0.668403,
EC2,17600,330,0.680541,
EC2,17600,340,0.712920,
EC2,17600,350,0.746029,
EC2,17600,360,0.779085,
EC2,17600,370,0.814979,
EC2,17600,380,0.930367,
EC2,17600,390,0.943197,
EC2,17600,400,0.973230,
EC2,17600,410,1.028911,
EC2,17600,420,1.030432,
EC2,17600,430,1.121492,
EC2,17600,440,1.138317,
EC2,17600,450,1.220472,
EC2,17600,460,1.252502,
EC2,17600,470,1.265486,
EC2,17600,480,1.329666,
EC2,17600,490,1.374338,
EC2,17600,500,1.431772,
EC2,17600,510,1.488264,
EC2,17600,520,1.475672,
EC2,17600,530,1.514543,
EC2,17600,540,1.585401,
EC2,17600,550,1.621873,
EC2,17600,560,1.706520,
EC2,17600,570,1.718620,
EC2,17600,580,1.751087,
EC2,17600,590,1.789631,
EC2,17600,600,1.842537,
EC2,17600,610,1.898971,
EC2,17600,620,1.947392,
EC2,17600,630,2.019998,
EC2,17600,640,2.188315,
EC2,17600,650,2.180953,
EC2,17600,660,2.173395,
EC2,17600,670,2.257879,
EC2,17600,680,2.296280,
EC2,17600,690,2.359482,
EC2,17600,700,2.397906,
EC2,17600,710,2.514707,
EC2,17600,720,2.553416,
EC2,17600,730,2.584475,
EC2,17600,740,2.646670,
EC2,17600,750,2.675350,
EC2,17600,760,2.871389,
EC2,17600,770,2.856363,
EC2,17600,780,2.934834,
EC2,17600,790,2.952834,
EC2,17600,800,3.028664,
EC2,17600,810,3.082998,
EC2,17600,820,3.116891,
EC2,17600,830,3.185394,
EC2,17600,840,3.274881,
EC2,17600,850,3.341231,
EC2,17600,860,3.552323,
EC2,17600,870,3.458283,
EC2,17600,880,3.530653,
EC2,17600,890,3.604476,
EC2,17600,900,3.687799,
EC2,17600,910,3.736321,
EC2,17600,920,3.794060,
EC2,17600,930,3.853133,
EC2,17600,940,4.044021,
EC2,17600,950,3.979209,
EC2,17600,960,4.051766,
EC2,17600,970,4.131906,
EC2,17600,980,4.187520,
EC2,17600,990,4.287105,
Main,17600,10,0.353268,
Main,17600,20,0.325758,
Main,17600,30,0.331066,
Main,17600,40,0.416169,
Main,17600,50,0.381774,
Main,17600,60,0.416172,
Main,17600,70,0.328233,
Main,17600,80,0.327162,
Main,17600,90,0.342061,
Main,17600,100,0.398117,
Main,17600,110,0.336292,
Main,17600,120,0.363306,
Main,17600,130,0.411815,
Main,17600,140,0.358937,
Main,17600,150,0.364505,
Main,17600,160,0.409214,
Main,17600,170,0.338169,
Main,17600,180,0.336981,
Main,17600,190,0.357365,
Main,17600,200,0.376705,
Main,17600,210,0.350531,
Main,17600,220,0.323607,
Main,17600,230,0.353065,
Main,17600,240,0.389009,
Main,17600,250,0.348841,
Main,17600,260,0.360270,
Main,17600,270,0.403359,
Main,17600,280,0.403523,
Main,17600,290,0.347022,
Main,17600,300,0.381318,
Main,17600,310,0.369947,
Main,17600,320,0.407672,
Main,17600,330,0.431891,
Main,17600,340,0.399027,
Main,17600,350,0.338495,
Main,17600,360,0.347463,
Main,17600,370,0.406030,
Main,17600,380,0.373780,
Main,17600,390,0.414973,
Main,17600,400,0.382326,
Main,17600,410,0.383459,
Main,17600,420,0.381931,
Main,17600,430,0.409178,
Main,17600,440,0.401273,
Main,17600,450,0.389145,
Main,17600,460,0.372954,
Main,17600,470,0.378908,
Main,17600,480,0.378787,
Main,17600,490,0.368264,
Main,17600,500,0.355241,
Main,17600,510,0.444449,
Main,17600,520,0.397564,
Main,17600,530,0.365729,
Main,17600,540,0.383309,
Main,17600,550,0.426938,
Main,17600,560,0.383321,
Main,17600,570,0.405008,
Main,17600,580,0.376506,
Main,17600,590,0.378300,
Main,17600,600,0.413500,
Main,17600,610,0.342519,
Main,17600,620,0.367010,
Main,17600,630,0.354885,
Main,17600,640,0.388952,
Main,17600,650,0.377630,
Main,17600,660,0.373112,
Main,17600,670,0.382811,
Main,17600,680,0.399204,
Main,17600,690,0.373919,
Main,17600,700,0.395279,
Main,17600,710,0.394769,
Main,17600,720,0.366730,
Main,17600,730,0.371210,
Main,17600,740,0.361671,
Main,17600,750,0.387932,
Main,17600,760,0.357684,
Main,17600,770,0.411473,
Main,17600,780,0.375649,
Main,17600,790,0.472719,
Main,17600,800,0.348372,
Main,17600,810,0.385950,
Main,17600,820,0.354600,
Main,17600,830,0.420238,
Main,17600,840,0.347091,
Main,17600,850,0.370035,
Main,17600,860,0.389648,
Main,17600,870,0.364432,
Main,17600,880,0.442071,
Main,17600,890,0.393297,
Main,17600,900,0.399898,
Main,17600,910,0.394577,
Main,17600,920,0.376402,
Main,17600,930,0.396136,
Main,17600,940,0.419932,
Main,17600,950,0.377464,
Main,17600,960,0.368953,
Main,17600,970,0.424233,
Main,17600,980,0.417716,
Main,17600,990,0.344610,
EC2,17700,10,0.086100,
EC2,17700,20,0.070083,
EC2,17700,30,0.067481,
EC2,17700,40,0.069818,
EC2,17700,50,0.081227,
EC2,17700,60,0.078446,
EC2,17700,70,0.086164,
EC2,17700,80,0.098443,
EC2,17700,90,0.123066,
EC2,17700,100,0.120648,
EC2,17700,110,0.134849,
EC2,17700,120,0.150078,
EC2,17700,130,0.166382,
EC2,17700,140,0.186142,
EC2,17700,150,0.201887,
EC2,17700,160,0.299471,
EC2,17700,170,0.287905,
EC2,17700,180,0.274160,
EC2,17700,190,0.317893,
EC2,17700,200,0.308986,
EC2,17700,210,0.338874,
EC2,17700,220,0.366712,
EC2,17700,230,0.404203,
EC2,17700,240,0.483494,
EC2,17700,250,0.500822,
EC2,17700,260,0.490782,
EC2,17700,270,0.511229,
EC2,17700,280,0.538214,
EC2,17700,290,0.560658,
EC2,17700,300,0.584921,
EC2,17700,310,0.625285,
EC2,17700,320,0.649257,
EC2,17700,330,0.682972,
EC2,17700,340,0.741394,
EC2,17700,350,0.753310,
EC2,17700,360,0.786933,
EC2,17700,370,0.894755,
EC2,17700,380,0.904196,
EC2,17700,390,0.900595,
EC2,17700,400,0.936831,
EC2,17700,410,0.975775,
EC2,17700,420,1.030702,
EC2,17700,430,1.136223,
EC2,17700,440,1.268209,
EC2,17700,450,1.221578,
EC2,17700,460,1.329232,
EC2,17700,470,1.292180,
EC2,17700,480,1.299939,
EC2,17700,490,1.380842,
EC2,17700,500,1.414273,
EC2,17700,510,1.488131,
EC2,17700,520,1.545084,
EC2,17700,530,1.535079,
EC2,17700,540,1.607105,
EC2,17700,550,1.646163,
EC2,17700,560,1.677030,
EC2,17700,570,1.733743,
EC2,17700,580,1.862071,
EC2,17700,590,1.901907,
EC2,17700,600,1.937971,
EC2,17700,610,1.974392,
EC2,17700,620,2.060738,
EC2,17700,630,2.066557,
EC2,17700,640,2.131376,
EC2,17700,650,2.183454,
EC2,17700,660,2.263751,
EC2,17700,670,2.335040,
EC2,17700,680,2.338791,
EC2,17700,690,2.389269,
EC2,17700,700,2.465600,
EC2,17700,710,2.542768,
EC2,17700,720,2.568480,
EC2,17700,730,2.791626,
EC2,17700,740,2.669156,
EC2,17700,750,3.030702,
EC2,17700,760,2.989555,
EC2,17700,770,3.225794,
EC2,17700,780,3.681956,
EC2,17700,790,3.742280,
EC2,17700,800,3.954087,
EC2,17700,810,3.763239,
EC2,17700,820,3.740533,
EC2,17700,830,3.647715,
EC2,17700,840,3.555421,
EC2,17700,850,3.502640,
EC2,17700,860,3.494859,
EC2,17700,870,3.529980,
EC2,17700,880,3.574931,
EC2,17700,890,3.641459,
EC2,17700,900,3.694539,
EC2,17700,910,3.761592,
EC2,17700,920,3.934779,
EC2,17700,930,3.901579,
EC2,17700,940,3.989958,
EC2,17700,950,4.047896,
EC2,17700,960,4.136165,
EC2,17700,970,4.185906,
EC2,17700,980,4.265598,
EC2,17700,990,4.491402,
Main,17700,10,0.349478,
Main,17700,20,0.373263,
Main,17700,30,0.340657,
Main,17700,40,0.353685,
Main,17700,50,0.401095,
Main,17700,60,0.447084,
Main,17700,70,0.434214,
Main,17700,80,0.428460,
Main,17700,90,0.394041,
Main,17700,100,0.358753,
Main,17700,110,0.412085,
Main,17700,120,0.380570,
Main,17700,130,0.387006,
Main,17700,140,0.436026,
Main,17700,150,0.373027,
Main,17700,160,0.430885,
Main,17700,170,0.344809,
Main,17700,180,0.448011,
Main,17700,190,0.471716,
Main,17700,200,0.367775,
Main,17700,210,0.369678,
Main,17700,220,0.357668,
Main,17700,230,0.419027,
Main,17700,240,0.356160,
Main,17700,250,0.349923,
Main,17700,260,0.343744,
Main,17700,270,0.374726,
Main,17700,280,0.357628,
Main,17700,290,0.403828,
Main,17700,300,0.425014,
Main,17700,310,0.402558,
Main,17700,320,0.377824,
Main,17700,330,0.436745,
Main,17700,340,0.407808,
Main,17700,350,0.396155,
Main,17700,360,0.385750,
Main,17700,370,0.372803,
Main,17700,380,0.350181,
Main,17700,390,0.381786,
Main,17700,400,0.342618,
Main,17700,410,0.423759,
Main,17700,420,0.376231,
Main,17700,430,0.366731,
Main,17700,440,0.433753,
Main,17700,450,0.347819,
Main,17700,460,0.346893,
Main,17700,470,0.347844,
Main,17700,480,0.362214,
Main,17700,490,0.351268,
Main,17700,500,0.357823,
Main,17700,510,0.412105,
Main,17700,520,0.347470,
Main,17700,530,0.381251,
Main,17700,540,0.402822,
Main,17700,550,0.390602,
Main,17700,560,0.383738,
Main,17700,570,0.405175,
Main,17700,580,0.346418,
Main,17700,590,0.337236,
Main,17700,600,0.401713,
Main,17700,610,0.387138,
Main,17700,620,0.448454,
Main,17700,630,0.402102,
Main,17700,640,0.399753,
Main,17700,650,0.389065,
Main,17700,660,0.401181,
Main,17700,670,0.373962,
Main,17700,680,0.409373,
Main,17700,690,0.408436,
Main,17700,700,0.455953,
Main,17700,710,0.395578,
Main,17700,720,0.395955,
Main,17700,730,0.384678,
Main,17700,740,0.383840,
Main,17700,750,0.473154,
Main,17700,760,0.345682,
Main,17700,770,0.413358,
Main,17700,780,0.382579,
Main,17700,790,0.362050,
Main,17700,800,0.386952,
Main,17700,810,0.430713,
Main,17700,820,0.421040,
Main,17700,830,0.428186,
Main,17700,840,0.406906,
Main,17700,850,0.406955,
Main,17700,860,0.435206,
Main,17700,870,0.371726,
Main,17700,880,0.373018,
Main,17700,890,0.399916,
Main,17700,900,0.364033,
Main,17700,910,0.374437,
Main,17700,920,0.351892,
Main,17700,930,0.391690,
Main,17700,940,0.423120,
Main,17700,950,0.375577,
Main,17700,960,0.365573,
Main,17700,970,0.376840,
Main,17700,980,0.352218,
Main,17700,990,0.383357,
EC2,17800,10,0.118452,
EC2,17800,20,0.092430,
EC2,17800,30,0.089118,
EC2,17800,40,0.081084,
EC2,17800,50,0.096462,
EC2,17800,60,0.090807,
EC2,17800,70,0.085608,
EC2,17800,80,0.106570,
EC2,17800,90,0.108383,
EC2,17800,100,0.121336,
EC2,17800,110,0.136765,
EC2,17800,120,0.152631,
EC2,17800,130,0.166677,
EC2,17800,140,0.206088,
EC2,17800,150,0.225738,
EC2,17800,160,0.244842,
EC2,17800,170,0.266385,
EC2,17800,180,0.294772,
EC2,17800,190,0.293108,
EC2,17800,200,0.314488,
EC2,17800,210,0.339013,
EC2,17800,220,0.371477,
EC2,17800,230,0.382327,
EC2,17800,240,0.409640,
EC2,17800,250,0.437104,
EC2,17800,260,0.463790,
EC2,17800,270,0.492604,
EC2,17800,280,0.521802,
EC2,17800,290,0.551983,
EC2,17800,300,0.594716,
EC2,17800,310,0.624574,
EC2,17800,320,0.685984,
EC2,17800,330,0.822061,
EC2,17800,340,0.770061,
EC2,17800,350,0.794833,
EC2,17800,360,0.802157,
EC2,17800,370,0.834943,
EC2,17800,380,0.883212,
EC2,17800,390,0.988506,
EC2,17800,400,0.952167,
EC2,17800,410,0.998077,
EC2,17800,420,1.071718,
EC2,17800,430,1.145990,
EC2,17800,440,1.143395,
EC2,17800,450,1.190802,
EC2,17800,460,1.222042,
EC2,17800,470,1.254272,
EC2,17800,480,1.330246,
EC2,17800,490,1.379914,
EC2,17800,500,1.416151,
EC2,17800,510,1.495659,
EC2,17800,520,1.493501,
EC2,17800,530,1.547652,
EC2,17800,540,1.592309,
EC2,17800,550,1.688245,
EC2,17800,560,1.673128,
EC2,17800,570,1.836808,
EC2,17800,580,1.793343,
EC2,17800,590,1.855790,
EC2,17800,600,1.896733,
EC2,17800,610,1.956328,
EC2,17800,620,1.980477,
EC2,17800,630,2.072895,
EC2,17800,640,2.103442,
EC2,17800,650,2.190873,
EC2,17800,660,2.208975,
EC2,17800,670,2.297889,
EC2,17800,680,2.348185,
EC2,17800,690,2.365712,
EC2,17800,700,2.438614,
EC2,17800,710,2.631811,
EC2,17800,720,2.594764,
EC2,17800,730,2.658479,
EC2,17800,740,2.738682,
EC2,17800,750,2.722088,
EC2,17800,760,2.775646,
EC2,17800,770,2.828079,
EC2,17800,780,2.955601,
EC2,17800,790,2.986768,
EC2,17800,800,3.033297,
EC2,17800,810,3.085847,
EC2,17800,820,3.253564,
EC2,17800,830,3.246803,
EC2,17800,840,3.316476,
EC2,17800,850,3.392859,
EC2,17800,860,3.419340,
EC2,17800,870,3.507630,
EC2,17800,880,3.580475,
EC2,17800,890,3.658181,
EC2,17800,900,3.789796,
EC2,17800,910,3.812385,
EC2,17800,920,3.862402,
EC2,17800,930,3.934271,
EC2,17800,940,3.963987,
EC2,17800,950,4.030290,
EC2,17800,960,4.122922,
EC2,17800,970,4.177950,
EC2,17800,980,4.326496,
EC2,17800,990,4.360901,
Main,17800,10,0.324956,
Main,17800,20,0.355568,
Main,17800,30,0.368827,
Main,17800,40,0.418872,
Main,17800,50,0.355679,
Main,17800,60,0.422786,
Main,17800,70,0.329093,
Main,17800,80,0.413940,
Main,17800,90,0.343489,
Main,17800,100,0.326419,
Main,17800,110,0.431529,
Main,17800,120,0.313741,
Main,17800,130,0.417604,
Main,17800,140,0.353307,
Main,17800,150,0.367826,
Main,17800,160,0.459838,
Main,17800,170,0.428501,
Main,17800,180,0.348808,
Main,17800,190,0.368515,
Main,17800,200,0.386996,
Main,17800,210,0.411739,
Main,17800,220,0.361250,
Main,17800,230,0.366663,
Main,17800,240,0.415738,
Main,17800,250,0.430276,
Main,17800,260,0.357476,
Main,17800,270,0.450560,
Main,17800,280,0.441756,
Main,17800,290,0.376209,
Main,17800,300,0.372641,
Main,17800,310,0.379520,
Main,17800,320,0.337048,
Main,17800,330,0.335968,
Main,17800,340,0.400397,
Main,17800,350,0.392755,
Main,17800,360,0.364932,
Main,17800,370,0.426742,
Main,17800,380,0.358573,
Main,17800,390,0.390791,
Main,17800,400,0.360259,
Main,17800,410,0.368506,
Main,17800,420,0.380147,
Main,17800,430,0.401170,
Main,17800,440,0.379699,
Main,17800,450,0.370363,
Main,17800,460,0.407997,
Main,17800,470,0.439564,
Main,17800,480,0.392715,
Main,17800,490,0.341576,
Main,17800,500,0.337298,
Main,17800,510,0.350699,
Main,17800,520,0.395812,
Main,17800,530,0.378573,
Main,17800,540,0.424675,
Main,17800,550,0.339950,
Main,17800,560,0.330229,
Main,17800,570,0.390159,
Main,17800,580,0.366500,
Main,17800,590,0.358368,
Main,17800,600,0.354197,
Main,17800,610,0.357031,
Main,17800,620,0.364408,
Main,17800,630,0.376460,
Main,17800,640,0.332351,
Main,17800,650,0.375259,
Main,17800,660,0.367441,
Main,17800,670,0.368764,
Main,17800,680,0.356829,
Main,17800,690,0.373119,
Main,17800,700,0.411266,
Main,17800,710,0.339562,
Main,17800,720,0.377600,
Main,17800,730,0.346981,
Main,17800,740,0.393947,
Main,17800,750,0.403817,
Main,17800,760,0.364518,
Main,17800,770,0.429869,
Main,17800,780,0.401387,
Main,17800,790,0.345700,
Main,17800,800,0.435855,
Main,17800,810,0.383770,
Main,17800,820,0.437682,
Main,17800,830,0.419599,
Main,17800,840,0.426746,
Main,17800,850,0.359429,
Main,17800,860,0.407947,
Main,17800,870,0.432057,
Main,17800,880,0.374824,
Main,17800,890,0.450610,
Main,17800,900,0.372410,
